ID,Rating,Tomatometer,Weighted_Score,Audience_Score,Awards,Nominations
42040,PG-13,8,19,42,NULL,NULL
42103,R,94,86,71,NULL,NULL
42121,PG,85,83,81,2,5
42149,R,83,80,76,NULL,NULL
42151,R,86,78,62,NULL,NULL
42188,R,71,70,70,NULL,NULL
42205,PG,17,23,37,NULL,NULL
42215,,80,70,50,NULL,NULL
42222,PG-13,96,95,93,NULL,NULL
42296,PG-13,80,77,71,NULL,NULL
42297,PG-13,37,46,64,NULL,NULL
42347,R,29,28,28,NULL,NULL
42580,PG,25,29,40,NULL,NULL
42684,PG-13,15,16,18,NULL,NULL
42707,R,73,61,39,NULL,NULL
42807,PG-13,65,57,44,NULL,NULL
42888,PG-13,31,28,25,NULL,NULL
42889,R,27,28,31,NULL,NULL
43074,PG-13,73,65,49,NULL,NULL
43089,,84,70,43,NULL,NULL
43347,,40,39,39,NULL,NULL
43434,,93,90,85,NULL,NULL
43475,G,20,34,63,NULL,NULL
43539,PG-13,50,55,66,NULL,NULL
43552,R,50,40,21,NULL,NULL
43566,PG-13,32,33,35,NULL,NULL
43593,R,12,15,22,NULL,NULL
43654,,100,91,75,NULL,NULL
43664,PG-13,53,60,75,NULL,NULL
43670,R,24,36,60,NULL,NULL
43740,,84,82,79,NULL,NULL
43742,,100,94,85,NULL,NULL
43919,,42,40,36,NULL,NULL
43923,PG-13,58,60,65,NULL,NULL
43930,R,64,61,57,NULL,NULL
43931,R,10,15,26,NULL,NULL
43933,R,73,66,53,NULL,NULL
43935,PG-13,5,13,29,NULL,NULL
43937,PG-13,82,80,76,NULL,NULL
43942,PG-13,66,61,51,NULL,NULL
43949,PG,55,62,78,NULL,NULL
43957,PG-13,33,52,90,NULL,NULL
43959,PG,46,55,75,NULL,NULL
44009,PG-13,93,86,74,NULL,NULL
44010,R,94,92,90,NULL,NULL
44040,,25,29,39,NULL,NULL
44048,,80,77,72,NULL,NULL
44113,R,50,40,21,NULL,NULL
44115,R,93,90,85,NULL,NULL
44129,R,67,63,55,NULL,NULL
44147,PG-13,33,40,56,NULL,NULL
44167,,41,47,60,NULL,NULL
44214,R,85,84,84,1,5
44264,PG-13,95,91,85,NULL,NULL
44412,PG-13,14,24,44,NULL,NULL
44603,PG-13,47,44,38,NULL,NULL
44629,R,95,91,83,NULL,NULL
44634,PG-13,20,36,69,NULL,NULL
44638,,67,51,20,NULL,NULL
44639,PG-13,98,95,91,1,1
44664,PG,78,81,88,NULL,NULL
44705,PG,76,77,80,NULL,NULL
44718,PG-13,85,81,75,NULL,NULL
44754,R,75,66,49,NULL,NULL
44807,PG-13,44,57,85,NULL,NULL
44826,PG,93,88,78,5,11
44833,PG-13,33,40,54,NULL,NULL
44835,R,55,57,61,NULL,NULL
44877,,37,38,42,NULL,NULL
44895,R,60,50,31,NULL,NULL
44896,PG,88,82,70,1,1
44912,,56,52,47,NULL,NULL
44943,PG-13,37,40,48,NULL,NULL
44945,,71,70,70,NULL,NULL
45040,R,82,64,28,NULL,NULL
45094,R,68,68,70,NULL,NULL
45096,R,20,18,14,NULL,NULL
45097,R,11,19,36,NULL,NULL
45132,R,49,51,56,NULL,NULL
45153,R,83,85,89,NULL,NULL
45225,,86,78,63,NULL,NULL
45243,R,34,40,52,NULL,NULL
45269,R,94,93,92,NULL,NULL
45272,PG-13,21,31,53,NULL,NULL
45317,R,91,90,89,2,7
45324,R,81,80,80,NULL,NULL
45610,R,28,39,62,NULL,NULL
45612,PG-13,92,88,82,NULL,NULL
45649,R,68,60,46,NULL,NULL
45657,R,33,30,26,NULL,NULL
45658,R,73,66,52,NULL,NULL
45708,PG-13,28,39,61,NULL,NULL
45712,R,100,88,67,NULL,NULL
45772,G,55,54,54,NULL,NULL
46029,PG-13,14,21,36,NULL,NULL
46094,PG,21,25,35,NULL,NULL
46131,,33,44,68,NULL,NULL
46138,R,80,78,75,NULL,NULL
46195,G,72,71,71,NULL,NULL
46261,R,61,52,34,NULL,NULL
46301,PG-13,52,49,44,NULL,NULL
46336,,80,80,81,NULL,NULL
46504,,92,77,48,NULL,NULL
46528,R,33,37,47,NULL,NULL
46529,PG-13,33,41,57,NULL,NULL
46689,PG,100,96,90,NULL,NULL
46705,R,86,83,77,NULL,NULL
46717,R,9,19,39,NULL,NULL
46828,PG,6,10,18,NULL,NULL
46829,R,77,77,78,NULL,NULL
46838,R,85,85,85,NULL,NULL
46849,PG-13,29,38,58,NULL,NULL
46878,,80,61,26,NULL,NULL
46883,,80,74,63,NULL,NULL
46889,R,59,59,62,NULL,NULL
46902,,93,88,79,NULL,NULL
46948,R,50,47,44,NULL,NULL
46989,R,81,75,65,NULL,NULL
47070,PG,80,68,45,NULL,NULL
47088,R,41,39,37,NULL,NULL
47139,R,43,43,43,NULL,NULL
47168,PG,75,70,61,NULL,NULL
47277,PG,29,41,66,NULL,NULL
47288,G,13,22,41,NULL,NULL
47327,R,47,43,37,NULL,NULL
47359,PG,60,60,62,NULL,NULL
47502,R,6,20,50,NULL,NULL
47607,,80,71,54,NULL,NULL
47620,,80,76,68,NULL,NULL
47676,R,53,51,50,NULL,NULL
47760,,20,26,39,NULL,NULL
47762,R,32,29,25,NULL,NULL
47821,,100,87,64,NULL,NULL
47878,R,31,30,29,NULL,NULL
47880,,70,74,82,NULL,NULL
47889,R,86,83,77,NULL,NULL
47898,PG-13,14,17,25,NULL,NULL
47907,PG-13,38,50,76,NULL,NULL
47933,PG-13,29,29,30,NULL,NULL
47939,PG,13,26,52,NULL,NULL
47941,,64,54,36,NULL,NULL
47946,R,67,51,19,NULL,NULL
47947,R,31,32,35,NULL,NULL
47955,PG,94,87,74,NULL,NULL
47964,R,15,23,40,NULL,NULL
47971,PG-13,45,42,37,NULL,NULL
48129,PG-13,89,84,74,NULL,NULL
48138,PG-13,55,55,55,NULL,NULL
48171,PG-13,21,27,40,NULL,NULL
48231,R,78,68,50,NULL,NULL
48289,,83,72,52,NULL,NULL
48309,R,40,38,34,NULL,NULL
48311,R,99,96,90,4,6
48340,R,30,32,37,NULL,NULL
48382,PG,17,18,22,NULL,NULL
48463,PG-13,62,63,66,NULL,NULL
48494,,50,46,40,NULL,NULL
48572,R,60,58,54,NULL,NULL
48706,PG-13,25,32,48,NULL,NULL
48781,R,15,23,39,NULL,NULL
48838,R,37,34,30,NULL,NULL
48988,R,33,35,40,NULL,NULL
49009,R,84,84,84,NULL,NULL
49010,,66,63,57,NULL,NULL
49012,PG-13,26,32,44,NULL,NULL
49013,G,40,43,49,NULL,NULL
49014,R,66,54,31,NULL,NULL
49017,PG-13,25,36,58,NULL,NULL
49018,PG-13,66,64,62,NULL,NULL
49021,R,28,32,42,NULL,NULL
49022,PG-13,15,26,48,NULL,NULL
49026,PG-13,87,88,90,NULL,NULL
49040,PG-13,55,56,58,NULL,NULL
49047,PG-13,96,90,79,7,10
49049,R,80,77,72,NULL,NULL
49051,PG-13,64,70,83,NULL,NULL
49235,PG-13,15,24,43,NULL,NULL
49370,,21,29,47,NULL,NULL
49444,PG,81,78,74,NULL,NULL
49471,R,89,83,71,NULL,NULL
49494,G,93,90,86,NULL,NULL
49517,R,84,77,65,NULL,NULL
49519,PG,77,82,94,NULL,NULL
49520,R,26,33,47,NULL,NULL
49521,PG-13,56,62,75,NULL,NULL
49524,PG-13,12,20,38,NULL,NULL
49526,PG-13,75,70,60,NULL,NULL
49527,PG-13,31,38,52,NULL,NULL
49529,PG-13,52,54,60,NULL,NULL
49530,PG-13,37,41,51,NULL,NULL
49538,PG-13,86,86,87,NULL,NULL
49730,PG-13,10,19,39,NULL,NULL
49763,R,30,34,44,NULL,NULL
49792,R,30,31,35,NULL,NULL
49849,,92,81,59,NULL,NULL
49855,PG,60,53,41,NULL,NULL
49948,G,81,79,75,NULL,NULL
49950,PG-13,3,11,27,NULL,NULL
50014,PG-13,76,80,89,1,4
50022,R,35,44,64,NULL,NULL
50062,R,88,85,79,NULL,NULL
50116,R,25,21,14,NULL,NULL
50204,R,32,33,35,NULL,NULL
50217,PG-13,20,27,41,NULL,NULL
50318,,68,54,27,NULL,NULL
50321,PG,37,38,40,NULL,NULL
50348,R,83,82,82,NULL,NULL
50357,PG-13,24,23,23,NULL,NULL
50359,PG,24,33,53,NULL,NULL
50456,PG-13,71,69,66,NULL,NULL
50463,,39,52,80,NULL,NULL
50544,R,68,67,65,NULL,NULL
50546,PG-13,19,32,59,NULL,NULL
50598,PG-13,58,63,74,NULL,NULL
50601,R,34,34,36,NULL,NULL
50619,PG-13,25,36,60,NULL,NULL
50620,PG-13,49,56,70,NULL,NULL
50641,,52,60,76,NULL,NULL
50646,PG-13,79,78,78,NULL,NULL
50647,R,59,52,39,NULL,NULL
50719,R,25,25,28,NULL,NULL
50725,R,28,32,42,NULL,NULL
50780,PG-13,62,59,55,NULL,NULL
50839,R,87,82,74,NULL,NULL
50875,R,82,75,62,NULL,NULL
51017,PG-13,38,50,74,NULL,NULL
51162,,3,18,50,NULL,NULL
51177,PG-13,12,25,53,NULL,NULL
51321,PG-13,47,54,69,NULL,NULL
51333,PG,50,46,40,NULL,NULL
51497,PG-13,78,79,83,NULL,NULL
51515,R,57,62,74,NULL,NULL
51540,R,35,39,47,NULL,NULL
51588,PG,35,36,39,NULL,NULL
51828,R,64,60,54,NULL,NULL
51876,PG-13,69,70,74,NULL,NULL
51942,R,73,78,88,NULL,NULL
51995,R,22,22,23,NULL,NULL
52015,R,74,70,62,NULL,NULL
52036,R,54,51,45,NULL,NULL
52449,R,45,42,36,NULL,NULL
52451,,96,92,85,NULL,NULL
52505,,25,34,54,NULL,NULL
52520,R,25,37,62,NULL,NULL
52744,PG-13,54,57,63,NULL,NULL
52927,PG-13,35,45,65,NULL,NULL
53049,,18,27,46,NULL,NULL
53172,R,42,36,25,NULL,NULL
53182,R,45,47,51,NULL,NULL
53287,PG,59,71,95,NULL,NULL
53487,R,66,63,58,NULL,NULL
53922,,88,79,62,NULL,NULL
54022,R,33,35,41,NULL,NULL
54054,PG-13,2,15,42,NULL,NULL
54138,PG-13,84,85,89,NULL,NULL
54318,PG,74,70,62,NULL,NULL
54407,R,28,33,44,NULL,NULL
54518,G,65,65,65,NULL,NULL
54648,G,18,27,45,NULL,NULL
54897,PG-13,36,51,81,NULL,NULL
54934,,73,70,65,NULL,NULL
55123,PG-13,82,76,65,NULL,NULL
55278,PG,17,24,39,NULL,NULL
55301,G,12,25,51,NULL,NULL
55341,,17,21,30,NULL,NULL
55347,R,85,82,77,NULL,NULL
55420,PG-13,65,65,66,NULL,NULL
55448,,62,69,83,NULL,NULL
55465,R,67,64,59,NULL,NULL
55720,PG-13,85,83,79,NULL,NULL
55721,R,89,84,76,NULL,NULL
55725,R,94,91,85,NULL,NULL
55779,R,62,58,52,NULL,NULL
55787,PG-13,60,63,70,NULL,NULL
55846,R,48,44,36,NULL,NULL
56288,PG,23,27,37,NULL,NULL
56292,PG-13,93,87,76,NULL,NULL
56401,PG,67,71,81,NULL,NULL
56601,PG,57,61,70,NULL,NULL
56715,PG-13,33,39,53,NULL,NULL
56780,PG-13,12,31,69,NULL,NULL
56928,R,48,43,34,NULL,NULL
57089,PG,11,19,35,NULL,NULL
57119,PG-13,58,58,58,NULL,NULL
57157,R,80,69,49,NULL,NULL
57158,PG-13,74,77,85,NULL,NULL
57165,PG-13,26,33,49,NULL,NULL
57201,PG-13,31,37,51,NULL,NULL
57212,PG-13,75,74,74,NULL,NULL
57214,R,28,39,61,NULL,NULL
57353,R,20,24,33,NULL,NULL
57431,R,22,27,39,NULL,NULL
57586,G,73,74,77,NULL,NULL
57612,,80,75,67,NULL,NULL
57800,PG,37,45,61,NULL,NULL
57876,R,13,19,33,NULL,NULL
58048,PG-13,20,18,15,NULL,NULL
58151,R,72,67,59,NULL,NULL
58224,PG,47,49,53,NULL,NULL
58232,R,77,69,53,NULL,NULL
58233,PG,38,40,45,NULL,NULL
58244,PG-13,28,32,42,NULL,NULL
58428,R,79,66,42,NULL,NULL
58431,PG-13,46,45,45,NULL,NULL
58574,PG-13,59,65,77,NULL,NULL
58595,PG-13,49,50,52,NULL,NULL
58648,R,44,57,85,NULL,NULL
58680,R,10,27,62,NULL,NULL
58699,R,73,69,63,NULL,NULL
58760,,44,38,26,NULL,NULL
58882,PG-13,22,30,48,NULL,NULL
58985,R,79,79,79,NULL,NULL
59108,PG-13,67,60,48,NULL,NULL
59188,,100,93,81,NULL,NULL
59210,R,43,50,64,NULL,NULL
59387,PG,64,62,60,NULL,NULL
59436,PG-13,93,89,83,1,4
59440,PG-13,84,86,92,NULL,NULL
59678,R,90,84,74,NULL,NULL
59728,PG-13,57,58,62,NULL,NULL
59735,PG-13,76,72,64,NULL,NULL
59797,R,38,39,42,NULL,NULL
59859,R,32,40,57,NULL,NULL
59860,PG,40,43,50,NULL,NULL
59861,PG-13,37,38,41,NULL,NULL
59961,R,53,56,63,NULL,NULL
59962,PG-13,25,35,56,NULL,NULL
59965,PG-13,5,17,42,NULL,NULL
59967,R,93,89,82,NULL,NULL
59968,R,70,63,51,NULL,NULL
59981,PG,16,33,68,NULL,NULL
60013,R,57,53,46,NULL,NULL
60062,PG,21,27,41,NULL,NULL
60304,R,16,28,53,NULL,NULL
60307,PG,50,50,52,NULL,NULL
60308,PG-13,94,91,86,NULL,NULL
60309,PG-13,56,57,62,NULL,NULL
60420,PG-13,72,68,61,NULL,NULL
60422,R,46,45,44,NULL,NULL
60599,R,87,78,62,NULL,NULL
60747,PG-13,14,26,51,NULL,NULL
60828,PG,74,67,54,NULL,NULL
60935,TV14,100,94,85,NULL,NULL
60994,R,86,75,54,NULL,NULL
61012,R,8,17,35,NULL,NULL
61178,PG,46,39,26,NULL,NULL
61752,R,39,38,36,NULL,NULL
61791,PG-13,82,80,77,NULL,NULL
61891,PG-13,46,48,53,NULL,NULL
62046,,15,24,42,NULL,NULL
62177,PG,79,77,75,1,1
62206,R,45,43,40,NULL,NULL
62211,G,80,80,81,NULL,NULL
62213,PG-13,35,38,46,NULL,NULL
62214,PG,88,82,70,NULL,NULL
62215,R,79,75,67,NULL,NULL
62630,R,54,57,64,NULL,NULL
62764,PG,50,48,46,NULL,NULL
62796,,42,43,45,NULL,NULL
62835,PG-13,27,40,67,NULL,NULL
62837,PG,66,68,72,NULL,NULL
62838,PG-13,7,19,45,NULL,NULL
63020,R,60,59,58,NULL,NULL
63207,R,31,27,22,NULL,NULL
63437,PG-13,61,55,45,NULL,NULL
63492,R,23,30,44,NULL,NULL
63493,R,35,30,22,NULL,NULL
63703,,100,85,57,NULL,NULL
63903,,100,87,63,NULL,NULL
63943,,65,61,55,NULL,NULL
64167,R,84,84,85,NULL,NULL
64328,PG,95,90,80,1,1
64586,,48,42,32,NULL,NULL
64622,,73,81,98,NULL,NULL
64635,PG-13,31,36,47,NULL,NULL
64639,R,42,39,34,NULL,NULL
64682,PG-13,48,54,67,2,2
64685,PG-13,45,50,61,NULL,NULL
64686,PG-13,16,26,48,NULL,NULL
64688,R,85,84,82,NULL,NULL
64689,R,74,63,44,NULL,NULL
64720,R,92,88,81,NULL,NULL
64802,R,71,73,77,NULL,NULL
64807,PG-13,30,35,46,NULL,NULL
64849,,100,94,83,NULL,NULL
65055,PG-13,19,20,22,NULL,NULL
65057,R,87,84,79,1,5
65086,PG-13,23,23,24,NULL,NULL
65157,G,43,47,55,NULL,NULL
65650,PG-13,66,54,31,NULL,NULL
65754,R,86,86,86,1,5
65759,PG,45,50,60,NULL,NULL
65796,,100,93,82,NULL,NULL
66588,R,24,30,42,NULL,NULL
66634,,83,80,76,NULL,NULL
66669,R,17,15,14,NULL,NULL
67238,,73,66,54,NULL,NULL
67660,PG-13,23,35,59,NULL,NULL
67675,PG,60,61,65,NULL,NULL
67772,PG,83,82,81,NULL,NULL
67911,R,3,10,25,NULL,NULL
67913,R,94,89,81,NULL,NULL
68179,PG,35,41,54,NULL,NULL
68351,,93,91,89,NULL,NULL
68430,,70,72,78,NULL,NULL
68666,,88,80,66,NULL,NULL
68718,R,87,88,92,2,5
68721,PG-13,79,78,78,NULL,NULL
68722,R,85,77,62,NULL,NULL
68724,R,64,62,58,NULL,NULL
68726,PG-13,42,40,37,NULL,NULL
68727,R,69,66,62,NULL,NULL
68728,PG,56,55,56,NULL,NULL
68730,R,83,78,69,NULL,NULL
68734,R,96,94,90,3,7
68735,PG-13,29,44,76,NULL,NULL
68737,PG-13,12,19,34,NULL,NULL
68812,R,66,64,62,NULL,NULL
68817,PG-13,68,65,61,NULL,NULL
68924,R,86,84,82,NULL,NULL
69668,PG-13,7,16,36,NULL,NULL
69798,R,54,59,70,NULL,NULL
69928,R,33,35,39,NULL,NULL
70074,R,45,43,39,NULL,NULL
70160,PG-13,70,68,66,NULL,NULL
70435,R,80,67,41,NULL,NULL
70436,R,22,30,46,NULL,NULL
70578,R,9,13,22,NULL,NULL
70695,R,34,40,53,NULL,NULL
70709,R,45,36,20,NULL,NULL
70805,,81,78,74,NULL,NULL
70868,PG-13,17,22,32,NULL,NULL
70981,R,73,71,68,NULL,NULL
71469,PG-13,12,16,25,NULL,NULL
71547,R,4,10,25,NULL,NULL
71552,R,45,51,63,NULL,NULL
71668,R,12,15,22,NULL,NULL
71676,PG-13,18,22,31,NULL,NULL
71679,R,28,35,51,NULL,NULL
71688,PG-13,52,51,51,2,2
71859,R,75,76,78,NULL,NULL
71864,PG,36,46,67,NULL,NULL
71880,PG,3,14,36,NULL,NULL
71881,R,78,70,54,NULL,NULL
72105,R,69,70,73,NULL,NULL
72113,R,70,68,66,NULL,NULL
72190,PG-13,66,68,72,NULL,NULL
72197,PG,86,77,60,NULL,NULL
72207,R,64,59,51,NULL,NULL
72213,PG-13,36,52,86,NULL,NULL
72277,PG,82,81,79,NULL,NULL
72331,R,33,38,50,NULL,NULL
72334,G,75,75,75,NULL,NULL
72387,R,60,59,59,NULL,NULL
72431,PG-13,40,45,57,NULL,NULL
72545,PG,44,49,59,NULL,NULL
72559,PG-13,28,34,48,NULL,NULL
72570,PG-13,31,41,63,NULL,NULL
72571,R,66,61,51,NULL,NULL
72710,R,25,42,76,NULL,NULL
72766,,73,66,53,NULL,NULL
72784,R,14,21,37,NULL,NULL
72976,PG-13,89,86,81,2,12
73051,PG-13,30,41,64,NULL,NULL
73191,PG,32,32,34,NULL,NULL
73499,R,84,75,59,NULL,NULL
73567,TVMA,80,73,61,NULL,NULL
73571,,20,35,66,NULL,NULL
73723,PG,54,57,63,NULL,NULL
73873,R,56,53,48,NULL,NULL
73937,PG,42,41,41,NULL,NULL
73939,R,95,90,82,NULL,NULL
73981,,57,64,79,NULL,NULL
74180,PG-13,23,30,46,NULL,NULL
74254,,100,93,81,NULL,NULL
74465,PG,64,66,71,NULL,NULL
74534,PG-13,78,78,78,NULL,NULL
74725,,78,71,58,NULL,NULL
74899,R,37,36,35,NULL,NULL
74998,R,28,31,39,NULL,NULL
75048,,100,99,100,NULL,NULL
75174,R,79,73,61,NULL,NULL
75612,PG-13,54,56,61,NULL,NULL
75622,R,74,60,35,NULL,NULL
75638,R,30,32,36,NULL,NULL
75656,PG-13,34,40,53,NULL,NULL
75674,R,28,42,72,NULL,NULL
75780,PG-13,38,39,42,NULL,NULL
75889,PG,71,56,28,NULL,NULL
75900,R,83,79,71,NULL,NULL
76025,NC-17,79,77,75,NULL,NULL
76111,,58,60,66,NULL,NULL
76163,PG-13,31,36,48,NULL,NULL
76170,PG-13,71,70,69,NULL,NULL
76203,R,95,93,90,3,9
76264,PG-13,82,76,65,NULL,NULL
76285,PG,42,46,54,NULL,NULL
76338,PG-13,66,69,75,NULL,NULL
76341,R,97,93,86,6,10
76487,R,6,11,22,NULL,NULL
76489,PG,51,49,47,NULL,NULL
76492,PG,49,47,44,NULL,NULL
76493,R,56,51,44,NULL,NULL
76494,PG-13,23,31,47,NULL,NULL
76516,R,9,22,48,NULL,NULL
76544,R,71,63,50,NULL,NULL
76600,PG-13,76,81,92,1,4
76617,R,19,26,40,NULL,NULL
76649,PG-13,27,29,34,NULL,NULL
76726,PG-13,85,80,71,NULL,NULL
76757,PG-13,28,31,38,NULL,NULL
77016,R,85,85,86,NULL,NULL
77174,PG,89,83,72,NULL,NULL
77221,R,11,24,52,NULL,NULL
77223,R,43,54,78,NULL,NULL
77469,R,77,72,64,NULL,NULL
77805,R,53,47,36,NULL,NULL
77866,R,51,53,57,NULL,NULL
77877,PG-13,20,35,67,NULL,NULL
77883,R,21,23,27,NULL,NULL
77930,R,48,56,73,NULL,NULL
77931,PG,14,27,56,NULL,NULL
77948,PG-13,4,12,29,NULL,NULL
77949,R,63,59,51,NULL,NULL
77950,PG,67,66,65,NULL,NULL
77951,PG,23,29,41,NULL,NULL
77953,R,66,61,51,NULL,NULL
77987,R,41,39,37,NULL,NULL
78133,PG,50,57,73,NULL,NULL
78146,R,39,42,48,NULL,NULL
78149,R,7,9,15,NULL,NULL
78177,R,81,75,63,NULL,NULL
78381,R,29,25,18,NULL,NULL
78406,PG-13,15,25,47,NULL,NULL
78698,PG,75,71,64,NULL,NULL
79120,,95,92,86,NULL,NULL
79316,R,18,19,21,NULL,NULL
79593,R,8,16,33,NULL,NULL
79649,R,43,41,38,NULL,NULL
79694,,73,69,62,NULL,NULL
79777,R,57,53,47,NULL,NULL
79783,PG-13,40,39,39,NULL,NULL
80035,R,16,23,39,NULL,NULL
80271,PG-13,14,25,50,NULL,NULL
80274,PG-13,62,62,65,NULL,NULL
80278,PG-13,81,82,84,NULL,NULL
80321,PG,78,76,72,NULL,NULL
80585,PG-13,43,47,55,NULL,NULL
80920,R,33,36,42,NULL,NULL
81005,PG-13,52,53,55,NULL,NULL
81048,,88,89,92,NULL,NULL
81188,PG,74,76,80,NULL,NULL
81390,R,75,66,50,NULL,NULL
81446,R,22,32,54,NULL,NULL
81796,PG-13,37,40,46,NULL,NULL
81828,PG-13,29,29,29,NULL,NULL
81836,R,46,44,40,NULL,NULL
82390,R,45,41,33,NULL,NULL
82505,PG-13,12,21,41,NULL,NULL
82507,R,63,62,62,NULL,NULL
82525,R,50,51,54,NULL,NULL
82532,R,77,72,62,NULL,NULL
82618,PG-13,33,39,53,NULL,NULL
82633,R,67,69,74,NULL,NULL
82650,PG,52,55,63,NULL,NULL
82654,PG-13,81,78,73,NULL,NULL
82675,PG-13,22,32,52,NULL,NULL
82679,PG-13,25,32,47,NULL,NULL
82682,R,30,39,57,NULL,NULL
82687,PG-13,36,37,39,NULL,NULL
82690,PG,87,86,86,NULL,NULL
82693,R,92,90,86,1,8
82695,R,88,88,89,NULL,NULL
82696,PG,88,69,31,NULL,NULL
82700,PG-13,12,20,36,NULL,NULL
82702,PG,92,91,89,NULL,NULL
82703,PG,81,78,73,NULL,NULL
82990,R,23,26,34,NULL,NULL
82992,PG-13,56,65,85,NULL,NULL
83542,R,66,66,66,NULL,NULL
83588,R,88,80,64,NULL,NULL
83666,PG-13,93,90,86,NULL,NULL
83686,PG-13,24,32,49,NULL,NULL
83770,,50,38,17,NULL,NULL
83860,PG-13,25,43,79,NULL,NULL
83899,R,79,72,60,NULL,NULL
84165,R,66,58,42,NULL,NULL
84174,R,57,49,34,NULL,NULL
84175,PG-13,86,82,76,NULL,NULL
84188,R,89,79,60,NULL,NULL
84200,R,57,55,53,NULL,NULL
84305,R,18,18,19,NULL,NULL
84329,R,13,19,32,NULL,NULL
84332,R,91,87,80,NULL,NULL
84334,PG-13,95,94,92,NULL,NULL
84336,R,84,73,52,NULL,NULL
84341,R,83,78,68,NULL,NULL
84355,R,83,77,66,NULL,NULL
84401,,100,89,68,NULL,NULL
84892,PG-13,85,86,89,NULL,NULL
85350,R,97,91,80,1,6
85435,,18,24,36,NULL,NULL
85446,PG-13,41,50,68,NULL,NULL
85889,R,66,66,67,NULL,NULL
86467,R,27,27,29,NULL,NULL
86825,R,70,66,60,NULL,NULL
86829,R,92,86,74,NULL,NULL
86834,PG-13,75,63,41,NULL,NULL
86838,R,83,79,71,NULL,NULL
87093,PG-13,72,70,68,NULL,NULL
87101,PG-13,26,34,52,NULL,NULL
87421,R,58,57,56,NULL,NULL
87428,R,20,30,51,NULL,NULL
87492,R,87,80,66,NULL,NULL
87499,,73,67,56,NULL,NULL
87502,R,77,76,75,NULL,NULL
87516,R,39,38,37,NULL,NULL
87567,R,7,18,40,NULL,NULL
87729,PG-13,31,32,35,NULL,NULL
87818,R,4,10,24,NULL,NULL
87825,PG-13,51,56,66,NULL,NULL
87826,PG,42,49,65,NULL,NULL
87827,PG,86,85,84,4,11
88005,R,55,54,53,NULL,NULL
88036,PG-13,56,52,45,NULL,NULL
88042,PG,18,31,59,NULL,NULL
88224,PG-13,25,38,65,NULL,NULL
88451,PG,33,34,37,NULL,NULL
88751,PG,61,58,53,NULL,NULL
88794,R,43,43,44,NULL,NULL
89008,R,31,31,32,NULL,NULL
89139,,85,78,66,NULL,NULL
89492,R,51,50,50,NULL,NULL
89691,R,12,15,23,NULL,NULL
89750,,89,85,77,NULL,NULL
89868,PG,54,58,67,NULL,NULL
90572,R,14,18,28,NULL,NULL
91070,R,26,27,30,NULL,NULL
91314,PG-13,18,28,50,NULL,NULL
91550,R,82,77,69,NULL,NULL
91586,PG-13,38,44,57,NULL,NULL
91911,,78,73,64,NULL,NULL
92182,R,42,38,30,NULL,NULL
92323,R,14,32,70,NULL,NULL
92591,PG-13,88,83,73,NULL,NULL
93350,R,36,45,64,NULL,NULL
93456,PG,75,78,85,NULL,NULL
93828,R,47,43,36,NULL,NULL
93837,PG-13,6,20,49,NULL,NULL
93856,R,18,21,28,NULL,NULL
94348,PG-13,11,23,47,NULL,NULL
94440,R,40,42,48,NULL,NULL
94901,,14,14,16,NULL,NULL
95140,,86,87,91,NULL,NULL
95610,R,78,73,65,NULL,NULL
96399,R,20,39,77,NULL,NULL
96721,R,88,88,88,NULL,NULL
96844,,100,95,87,NULL,NULL
96936,R,60,51,33,NULL,NULL
97020,PG-13,49,49,49,NULL,NULL
97367,R,78,77,75,NULL,NULL
97370,R,84,74,55,NULL,NULL
97430,R,51,47,40,NULL,NULL
97614,R,34,35,37,NULL,NULL
97630,R,91,87,80,1,5
98203,,100,94,84,NULL,NULL
98339,R,26,30,40,NULL,NULL
98357,R,28,31,40,NULL,NULL
98486,R,83,77,66,NULL,NULL
98502,R,60,58,56,NULL,NULL
98548,PG-13,53,55,62,NULL,NULL
98566,PG-13,37,40,46,NULL,NULL
99749,PG-13,51,58,72,NULL,NULL
99861,PG-13,76,78,82,NULL,NULL
100042,PG-13,30,31,35,NULL,NULL
100241,PG-13,5,16,38,NULL,NULL
100402,PG-13,90,90,92,NULL,NULL
100542,,43,36,24,NULL,NULL
101173,R,92,80,58,NULL,NULL
101267,PG,75,74,72,NULL,NULL
101299,PG-13,90,89,89,NULL,NULL
101669,,43,42,42,NULL,NULL
102382,PG-13,51,55,64,NULL,NULL
102651,PG,54,59,70,NULL,NULL
102780,R,66,61,51,NULL,NULL
102899,PG-13,46,58,83,NULL,NULL
103332,R,79,77,75,NULL,NULL
103370,PG-13,19,34,66,NULL,NULL
103620,,53,49,44,NULL,NULL
103731,PG-13,97,91,80,NULL,NULL
104301,R,54,45,28,NULL,NULL
104755,R,46,40,30,NULL,NULL
105864,PG,75,71,64,NULL,NULL
106135,PG-13,41,48,62,NULL,NULL
106646,R,80,81,83,NULL,NULL
106747,R,29,30,34,NULL,NULL
107811,PG-13,36,46,66,NULL,NULL
107846,,25,19,10,NULL,NULL
107985,R,89,83,71,NULL,NULL
108312,,62,57,49,NULL,NULL
108346,R,36,42,55,NULL,NULL
109091,R,34,30,24,NULL,NULL
109099,R,33,30,25,NULL,NULL
109264,PG,89,88,88,NULL,NULL
109410,PG-13,81,82,85,NULL,NULL
109414,R,83,79,71,NULL,NULL
